"desc","zip","title"
"BRADFIELD RD & SUSQUEHANNA RD; ABINGTON; 2020-01-01 @ 00:04:06",19001,"Fire: FIRE ALARM"
"WEST AVE & GREENWOOD AVE; JENKINTOWN; 2020-01-01 @ 16:31:36",19046,"Traffic: VEHICLE ACCIDENT"
"LINCOLN DR & LINCOLN DR;  UPPER DUBLIN; 2020-01-01 @ 16:36:21",19002,"EMS: CARDIAC EMERGENCY"
"E MAIN ST;  NORRISTOWN; 2020-01-01 @ 16:40:34",NA,"EMS: FALL VICTIM"
"SUMNEYTOWN PIKE; LOWER GWYNEDD; 2020-01-01 @ 16:42:39",NA,"Fire: ELECTRICAL FIRE OUTSIDE"
"E MAIN ST;  NORRISTOWN; 2020-01-01 @ 16:40:34",NA,"EMS: FALL VICTIM"
"W MAIN ST;  WEST NORRITON; 2020-01-01 @ 16:40:34",NA,"EMS: FALL VICTIM"
"CASTELLO AVE & DOROTHY ST;  UPPER MORELAND; 2020-01-01 @ 16:48:12",19040,"EMS: RESPIRATORY EMERGENCY"
"LANCASTER AVE & CHATHAM RD;  LOWER MERION; 2020-01-01 @ 16:52:33",19003,"EMS: MEDICAL ALERT ALARM"
"MORELAND RD & EASTON RD;  ABINGTON; 2020-01-01 @ 17:09:01",19090,"EMS: FALL VICTIM"
"JOSHUA RD & REBEL RD;  WHITEMARSH; 2020-01-01 @ 17:07:30",19462,"EMS: RESPIRATORY EMERGENCY"
"2ND AVE AND 3RD AVE;  LOWER FREDERICK; 2020-01-01 @ 17:11:56",19473,"EMS: ALTERED MENTAL STATUS"
"STANBRIDGE ST & DOGWOOD LN;  EAST NORRITON; 2020-01-01 @ 17:22:03",19401,"EMS: GENERAL WEAKNESS"
"2ND AVE & 3RD AVE; LOWER FREDERICK; 2020-01-01 @ 17:28:04",19473,"Fire: FIRE SPECIAL SERVICE"
"MAIN ST & LINFIELD TRAPPE RD;  UPPER PROVIDENCE; 2020-01-01 @ 17:26:00",19426,"EMS: RESPIRATORY EMERGENCY"
"KNIGHTS CREST CT;  FRANCONIA; 2020-01-01 @ 17:27:18",18964,"EMS: ABDOMINAL PAINS"
"CHESTNUT GROVE RD & KUMMERER RD;  UPPER POTTSGROVE; 2020-01-01 @ 17:30:22",19464,"EMS: CARDIAC ARREST"
"CHESTNUT GROVE RD & KUMMERER RD; UPPER POTTSGROVE; 2020-01-01 @ 17:30:56",19464,"Fire: CARDIAC ARREST"
"LLANFAIR RD;  LOWER MERION; 2020-01-01 @ 17:34:02",19003,"EMS: VEHICLE ACCIDENT"
"LLANFAIR RD & E MONTGOMERY AVE; LOWER MERION; 2020-01-01 @ 17:34:08",19003,"Traffic: VEHICLE ACCIDENT"
"LLANFAIR RD & E MONTGOMERY AVE; LOWER MERION; 2020-01-01 @ 17:34:20",19003,"Traffic: VEHICLE ACCIDENT"
"EVERGREEN AVE & MONTGOMERY AVE;  SPRINGFIELD; 2020-01-01 @ 17:40:03",19038,"EMS: CARDIAC EMERGENCY"
"PAYNE RD & SWAMP CREEK RD;  MARLBOROUGH; 2020-01-01 @ 17:38:25",18054,"EMS: FEVER"
"PENNSYLVANIA TPKE & RAMP I476 NB TO I276 EB; WHITEMARSH; 2020-01-01 @ 17:39:03",NA,"Traffic: DISABLED VEHICLE"
"DEKALB PIKE & PLYMOUTH RD;  LOWER GWYNEDD; 2020-01-01 @ 17:41:15",19002,"EMS: HEAD INJURY"
"THE FAIRWAY  AND RYDAL RD;  ABINGTON; 2020-01-01 @ 17:43:53",19046,"EMS: CVA/STROKE"
"GERMANTOWN PIKE & HANNAH AVE;  EAST NORRITON; 2020-01-01 @ 17:50:31",19401,"EMS: FALL VICTIM"
"VAN BUREN WALK & HONEY RUN RD;  UPPER DUBLIN; 2020-01-01 @ 17:48:28",19002,"EMS: MEDICAL ALERT ALARM"
"N 6TH AVE & MAIN ST; ROYERSFORD; 2020-01-01 @ 17:49:59",19468,"Traffic: VEHICLE ACCIDENT"
"WALNUT ST & MOORE ST;  NORRISTOWN; 2020-01-01 @ 17:53:48",19401,"EMS: SYNCOPAL EPISODE"
"HORSHAM RD & NORRISTOWN RD;  HORSHAM; 2020-01-01 @ 17:53:16",19044,"EMS: UNCONSCIOUS SUBJECT"
"HORSHAM RD & NORRISTOWN RD; HORSHAM; 2020-01-01 @ 18:05:11",19044,"Fire: S/B AT HELICOPTER LANDING"
"STONEBRIDGE RD & SUMNEYTOWN PIKE;  LOWER GWYNEDD; 2020-01-01 @ 18:06:13",19002,"EMS: ALLERGIC REACTION"
"BARREN HILL RD & RIVER RD;  WHITEMARSH; 2020-01-01 @ 18:11:13",19428,"EMS: FALL VICTIM"
"HIGH ST & S PARK RD; LOWER POTTSGROVE; 2020-01-01 @ 18:15:10",19464,"Fire: FIRE INVESTIGATION"
"MALL BLVD & N GULPH RD; UPPER MERION; 2020-01-01 @ 18:13:48",19406,"Traffic: VEHICLE ACCIDENT"
"FOX HOUND DR & MARBLE HL;  WHITEMARSH; 2020-01-01 @ 18:24:57",19444,"EMS: SUBJECT IN PAIN"
"GULPH RD & KIRK AVE; UPPER MERION; 2020-01-01 @ 18:29:44",19406,"Fire: FIRE ALARM"
"4TH AVE & WOOD ST;  CONSHOHOCKEN; 2020-01-01 @ 18:35:49",19428,"EMS: ABDOMINAL PAINS"
"LANSDALE AVE & E 7TH ST;  LANSDALE; 2020-01-01 @ 18:36:17",19446,"EMS: RESPIRATORY EMERGENCY"
"UPPER RIDGE RD & PRICE RD;  MARLBOROUGH; 2020-01-01 @ 18:41:06",18073,"EMS: HEAD INJURY"
"BETHLEHEM PIKE & ARGYLE AVE;  AMBLER; 2020-01-01 @ 18:46:28",19002,"EMS: RESPIRATORY EMERGENCY"
"PLYMOUTH RD & WISSAHICKON GREEN RIBBON TRL;  LOWER GWYNEDD; 2020-01-01 @ 18:51:29",19422,"EMS: CARDIAC EMERGENCY"
"GODDARD BLVD & VALLEY GREEN LN;  UPPER MERION; 2020-01-01 @ 18:53:12",19406,"EMS: SUBJECT IN PAIN"
"SCHUYLKILL EXPY & RAMP I76 WB TO S GULPH RD; UPPER MERION; 2020-01-01 @ 18:55:29",19406,"Traffic: VEHICLE ACCIDENT"
"SCHUYLKILL EXPY & RAMP I76 WB TO S GULPH RD; UPPER MERION; 2020-01-01 @ 18:55:31",19406,"Traffic: VEHICLE ACCIDENT"
"RT422  & RAMP RT422 EB TO RT23; UPPER MERION; 2020-01-01 @ 19:04:43",NA,"Traffic: DISABLED VEHICLE"
"RT422  & RAMP RT422 EB TO RT23; UPPER MERION; 2020-01-01 @ 19:05:03",NA,"Traffic: DISABLED VEHICLE"
"ROWLAND AVE & CHELTENHAM AVE; CHELTENHAM; 2020-01-01 @ 19:06:53",19120,"Traffic: VEHICLE ACCIDENT"
"RT422  & EMERGENCY CROSS OVER; CHESTER COUNTY; 2020-01-01 @ 19:11:30",NA,"Traffic: DISABLED VEHICLE"
"JOHNSON HWY & DEKALB ST;  EAST NORRITON; 2020-01-01 @ 19:12:40",19401,"EMS: UNCONSCIOUS SUBJECT"
"WALKER RD & CANDY LN;  AMBLER; 2020-01-01 @ 19:19:53",19002,"EMS: RESPIRATORY EMERGENCY"
"AUDUBON RD & ADAMS AVE; LOWER PROVIDENCE; 2020-01-01 @ 19:19:08",19403,"Traffic: VEHICLE ACCIDENT"
"1ST AVE & ROBINSON ALY;  CONSHOHOCKEN; 2020-01-01 @ 19:26:18",19428,"EMS: SEIZURES"
"BLAIR MILL RD & WITMER RD;  UPPER MORELAND; 2020-01-01 @ 19:30:47",19044,"EMS: SEIZURES"
"VILLAGE DR & N GULPH RD;  UPPER MERION; 2020-01-01 @ 19:32:10",19406,"EMS: HEAD INJURY"
"THE FAIRWAY  & RYDAL RD;  ABINGTON; 2020-01-01 @ 19:38:28",19046,"EMS: FALL VICTIM"
"GODDARD BLVD & N GULPH RD;  UPPER MERION; 2020-01-01 @ 19:45:10",19406,"EMS: SYNCOPAL EPISODE"
"COUNTY LINE RD & E CHESTNUT ST;  SOUDERTON; 2020-01-01 @ 19:43:58",18969,"EMS: UNKNOWN MEDICAL EMERGENCY"
"BROAD ST AND W PROSPECT AVE; UPPER GWYNEDD; 2020-01-01 @ 19:44:00",19107,"Traffic: VEHICLE ACCIDENT"
"JOHNSON HWY & NORTH HILLS DR;  NORRISTOWN; 2020-01-01 @ 19:49:17",19401,"EMS: SUBJECT IN PAIN"
"HUNTINGDON PIKE & WYNKOOP AVE;  LOWER MORELAND; 2020-01-01 @ 19:55:05",19006,"EMS: HEAD INJURY"
"RIDGE PIKE & BUTLER PIKE; PLYMOUTH; 2020-01-01 @ 19:45:30",19428,"Traffic: DISABLED VEHICLE"
"GERLOFF RD & YERGER RD;  LOWER FREDERICK; 2020-01-01 @ 19:57:39",19473,"EMS: ABDOMINAL PAINS"
"FARMINGTON AVE & IRWIN PL; UPPER POTTSGROVE; 2020-01-01 @ 19:58:18",19464,"Fire: GASODOR/LEAK"
"SKIPPACK PIKE & MEADOWOOD DR;  WORCESTER; 2020-01-01 @ 20:04:40",19446,"EMS: HEMORRHAGING"
"VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; 2020-01-01 @ 20:02:28",19406,"EMS: HEAD INJURY"
"ESSEX AVE & WINDSOR AVE; NARBERTH; 2020-01-01 @ 20:07:53",19072,"Fire: FIRE ALARM"
"VALLEY CT & 10TH ST;  PENNSBURG; 2020-01-01 @ 20:15:13",18073,"EMS: SEIZURES"
"GLEN LN & VALLEY GLEN RD;  ABINGTON; 2020-01-01 @ 20:22:42",19027,"EMS: SEIZURES"
"HEATHER PL & N STATE ST; UPPER POTTSGROVE; 2020-01-01 @ 20:25:28",19464,"Fire: GASODOR/LEAK"
"RT422 EB & RAMP RT422 EB TO RT363; LOWER PROVIDENCE; 2020-01-01 @ 20:21:34",NA,"Traffic: HAZARDOUS ROAD CONDITIONS"
"ASHBOURNE RD & PARK AVE;  CHELTENHAM; 2020-01-01 @ 20:34:43",19027,"EMS: ALTERED MENTAL STATUS"
"SCHOOL HOUSE LN & MEETINGHOUSE RD;  WHITEMARSH; 2020-01-01 @ 20:33:20",19462,"EMS: RESPIRATORY EMERGENCY"
"BYBERRY RD & VILLAGE CIR;  UPPER MORELAND; 2020-01-01 @ 20:36:43",19040,"EMS: CARDIAC EMERGENCY"
"LAFAYETTE AVE & WISSAHICKON GREEN RIBBON TRL;  WHITEMARSH; 2020-01-01 @ 20:42:56",19454,"EMS: SEIZURES"
"SKIPPACK PIKE & MEADOWOOD DR;  WORCESTER; 2020-01-01 @ 20:47:50",19446,"EMS: CARDIAC EMERGENCY"
"BETHLEHEM PIKE & PARK DR;  MONTGOMERY; 2020-01-01 @ 20:54:47",19454,"EMS: SYNCOPAL EPISODE"
"JOHN RUSSELL CIR & COMPOUND 28;  CHELTENHAM; 2020-01-01 @ 21:04:34",NA,"EMS: FALL VICTIM"
"MELLON RD & LARZELERE LN;  CHELTENHAM; 2020-01-01 @ 21:14:51",19095,"EMS: SUBJECT IN PAIN"
"SKIPPACK PIKE; SKIPPACK; 2020-01-01 @ 21:25:42",NA,"Fire: GASODOR/LEAK"
"COTTMAN AVE & ELM AVE;  CHELTENHAM; 2020-01-01 @ 21:31:41",19012,"EMS: ALTERED MENTAL STATUS"
"CLEMENS CIR & CHESTNUT AVE;  WEST NORRITON; 2020-01-01 @ 21:32:47",19403,"EMS: CARDIAC EMERGENCY"
"HOLLY DR & WILLOW LN;  NEW HANOVER; 2020-01-01 @ 21:33:15",19525,"EMS: FALL VICTIM"
"SKIPPACK PIKE & OLD FORTY FOOT RD; SKIPPACK; 2020-01-01 @ 21:25:42",19438,"Fire: GASODOR/LEAK"
"RIDGE PIKE AND CASWELL AVE; LOWER PROVIDENCE; 2020-01-01 @ 21:37:24",19426,"Traffic: VEHICLE ACCIDENT"
"E GERMANTOWN PIKE & ARCH RD; EAST NORRITON; 2020-01-01 @ 21:38:31",19401,"Traffic: VEHICLE ACCIDENT"
"E GERMANTOWN PIKE & ARCH RD; PLYMOUTH; 2020-01-01 @ 21:38:36",19401,"Traffic: VEHICLE ACCIDENT"
"E GERMANTOWN PIKE;  EAST NORRITON; 2020-01-01 @ 21:42:43",19401,"EMS: VEHICLE ACCIDENT"
"E GERMANTOWN PIKE & ARCH RD; EAST NORRITON; 2020-01-01 @ 21:43:17",19401,"Traffic: VEHICLE ACCIDENT"
"E GERMANTOWN PIKE;  PLYMOUTH; 2020-01-01 @ 21:42:43",19462,"EMS: VEHICLE ACCIDENT"
"LANSDALE AVE & E 7TH ST;  LANSDALE; 2020-01-01 @ 21:41:45",19446,"EMS: HEMORRHAGING"
"E GERMANTOWN PIKE & ARCH RD; PLYMOUTH; 2020-01-01 @ 21:43:17",19401,"Traffic: VEHICLE ACCIDENT"
"E GERMANTOWN PIKE AND ARCH RD; PLYMOUTH; 2020-01-01 @ 21:38:31",19401,"Traffic: VEHICLE ACCIDENT"
"RT422 EB & RAMP RT422 EB TO RT363; LOWER PROVIDENCE; 2020-01-01 @ 21:57:32",NA,"Traffic: HAZARDOUS ROAD CONDITIONS"
"SIERRA RD & BLACK HILL RD;  PLYMOUTH; 2020-01-01 @ 22:00:00",19462,"EMS: RESPIRATORY EMERGENCY"
"OLD BUCK RD & PANMURE RD;  DELAWARE COUNTY; 2020-01-01 @ 22:09:14",19041,"EMS: ALTERED MENTAL STATUS"
"TOWNSHIP LINE RD & CHURCH RD;  ABINGTON; 2020-01-01 @ 22:10:32",19027,"EMS: CARDIAC EMERGENCY"
"VIRGINIA CT & ANNABEL RD;  MONTGOMERY; 2020-01-01 @ 22:14:05",19454,"EMS: ALLERGIC REACTION"
"HAYWOOD RD & BOWMAN AVE; LOWER MERION; 2020-01-01 @ 22:31:05",19066,"Fire: UNKNOWN TYPE FIRE"
"MATHERS LN & BETHLEHEM PIKE; WHITEMARSH; 2020-01-01 @ 22:34:32",19034,"Traffic: VEHICLE ACCIDENT"
"CHELTENHAM AVE & WASHINGTON LN; CHELTENHAM; 2020-01-01 @ 22:39:43",19095,"Traffic: VEHICLE ACCIDENT"
"RIDGE PIKE & LUCETTA ST;  PLYMOUTH; 2020-01-01 @ 22:41:17",19462,"EMS: SEIZURES"
"CHELTENHAM AVE & WASHINGTON LN; CHELTENHAM; 2020-01-01 @ 22:56:10",19095,"Traffic: VEHICLE ACCIDENT"
"MATHERS LN & BETHLEHEM PIKE; WHITEMARSH; 2020-01-01 @ 22:56:05",19034,"Traffic: VEHICLE ACCIDENT"
"BUTLER PIKE & MAPLE DR; WHITEMARSH; 2020-01-01 @ 23:08:03",19428,"Fire: CARBON MONOXIDE DETECTOR"
"S TROOPER RD & SHANNONDELL BLVD; LOWER PROVIDENCE; 2020-01-01 @ 23:13:56",19403,"Traffic: DISABLED VEHICLE"
"COBDEN RD & FAWN DR;  CHELTENHAM; 2020-01-01 @ 23:20:54",19038,"EMS: CHOKING"
"MEADOWOOD DR & ROSEWOOD DR;  MONTGOMERY; 2020-01-01 @ 23:31:07",19446,"EMS: ALTERED MENTAL STATUS"
"RODGERS RD & SERPENTINE LN; CHELTENHAM; 2020-01-01 @ 23:33:08",19027,"Fire: FIRE INVESTIGATION"
"GODSHALL RD & WARTMAN RD;  PERKIOMEN; 2020-01-01 @ 23:34:06",19426,"EMS: SUBJECT IN PAIN"
"SAW MILL RUN & ARCH ST;  NORRISTOWN; 2020-01-01 @ 23:34:45",19401,"EMS: UNKNOWN MEDICAL EMERGENCY"
"WALNUT ST & GABLE AVE;  POTTSTOWN; 2020-01-02 @ 00:00:34",19464,"EMS: SYNCOPAL EPISODE"
"ASHBOURNE RD & PARK AVE;  CHELTENHAM; 2020-01-02 @ 00:02:48",19027,"EMS: UNKNOWN MEDICAL EMERGENCY"
"WELSH RD & WALTON RD;  LOWER MORELAND; 2020-01-02 @ 00:10:57",19006,"EMS: FALL VICTIM"
"MAYFLOWER RD AND COLONY LN;  WHITEMARSH; 2020-01-02 @ 00:08:37",19462,"EMS: HEAD INJURY"
"FOULKROD BLVD & LAWNDALE AVE;  UPPER MERION; 2020-01-02 @ 00:16:11",19406,"EMS: CARDIAC EMERGENCY"
"LAURELWOOD RD & W CEDARVILLE RD;  CHESTER COUNTY; 2020-01-02 @ 00:28:37",19465,"EMS: HEMORRHAGING"
"MILL RD & INDIANFIELD LN;  FRANCONIA; 2020-01-02 @ 00:48:22",18969,"EMS: DIABETIC EMERGENCY"
"RAHNS RD & IRON BRIDGE DR;  PERKIOMEN; 2020-01-02 @ 00:48:52",19426,"EMS: DIABETIC EMERGENCY"
"BETHLEHEM PIKE & UPPER STATE RD; MONTGOMERY; 2020-01-02 @ 00:59:39",19454,"Traffic: ROAD OBSTRUCTION"
"BERKS RD & SKIPPACK PIKE;  WORCESTER; 2020-01-02 @ 01:06:29",19446,"EMS: ALTERED MENTAL STATUS"
"OSBOURNE AVE & MIRIAM AVE;  ABINGTON; 2020-01-02 @ 01:15:25",19001,"EMS: RESPIRATORY EMERGENCY"
"BEECH ST & MCCLELLAN ALY;  POTTSTOWN; 2020-01-02 @ 02:09:21",19464,"EMS: RESPIRATORY EMERGENCY"
"BLAIR MILL RD & W MORELAND AVE;  UPPER MORELAND; 2020-01-02 @ 02:14:06",19044,"EMS: ABDOMINAL PAINS"
"PINE RD & BRAE BOURN RD;  LOWER MORELAND; 2020-01-02 @ 02:22:43",19006,"EMS: FRACTURE"
"JAMIE CT & SKIPPACK PIKE;  WHITPAIN; 2020-01-02 @ 02:26:42",19422,"EMS: HEAD INJURY"
"EASTON RD & RUBICAM AVE;  ABINGTON; 2020-01-02 @ 02:58:58",19090,"EMS: RESPIRATORY EMERGENCY"
"LAYFIELD RD & COLFLESH RD;  NEW HANOVER; 2020-01-02 @ 03:26:37",19435,"EMS: HEMORRHAGING"
"HENDERSON RD & ROBIN RD;  UPPER MERION; 2020-01-02 @ 03:42:15",19406,"EMS: FALL VICTIM"
"3RD ST & HECTOR ALY;  TELFORD; 2020-01-02 @ 03:45:33",18969,"EMS: SUBJECT IN PAIN"
"BERKLEY RD & HAVERFORD STATION RD; LOWER MERION; 2020-01-02 @ 03:41:24",19041,"Fire: FIRE ALARM"
"ASHBOURNE RD & PARK AVE;  CHELTENHAM; 2020-01-02 @ 03:53:51",19027,"EMS: RESPIRATORY EMERGENCY"
"VALLEY RD & MILL RD; CHELTENHAM; 2020-01-02 @ 03:57:24",19027,"Fire: FIRE ALARM"
"JENKINTOWN RD & EDGE HILL RD; ABINGTON; 2020-01-02 @ 04:00:09",19038,"Traffic: VEHICLE ACCIDENT"
"DOCK DR & DETWILER RD; TOWAMENCIN; 2020-01-02 @ 04:08:26",19446,"Fire: FIRE ALARM"
"LINCOLN AVE & WOOD ALY;  TELFORD; 2020-01-02 @ 04:15:51",18964,"EMS: DIABETIC EMERGENCY"
"BRYCE LN & E SWEDESFORD RD;  UPPER MERION; 2020-01-02 @ 04:29:58",19406,"EMS: HEMORRHAGING"
"DAVID LN & APPLEWOOD LN;  MONTGOMERY; 2020-01-02 @ 04:39:47",19446,"EMS: HEAD INJURY"
"GARFIELD AVE & LINCOLN AVE;  ABINGTON; 2020-01-02 @ 04:44:37",19038,"EMS: CARDIAC EMERGENCY"
"LENOX RD & MEETINGHOUSE RD;  ABINGTON; 2020-01-02 @ 04:43:26",19046,"EMS: SUBJECT IN PAIN"
"CHEMICAL RD & RIDGE PIKE; PLYMOUTH; 2020-01-02 @ 04:47:35",19462,"Traffic: VEHICLE ACCIDENT"
"ALAN WOOD RD & RIDGE PIKE; PLYMOUTH; 2020-01-02 @ 04:47:35",19428,"Traffic: VEHICLE ACCIDENT"
"TULIP LN & MIDDLE CREEK RD;  NEW HANOVER; 2020-01-02 @ 05:11:23",19525,"EMS: SEIZURES"
"LINDBERGH AVE & PERSHING AVE;  ABINGTON; 2020-01-02 @ 05:34:05",19001,"EMS: CARDIAC ARREST"
"NEWTON RD & N WARMINSTER RD;  UPPER MORELAND; 2020-01-02 @ 05:39:32",19040,"EMS: ABDOMINAL PAINS"
"RT100 NB & SHOEMAKER RD; POTTSTOWN; 2020-01-02 @ 05:37:40",19464,"Traffic: VEHICLE ACCIDENT"
"RT100 NB; POTTSTOWN; 2020-01-02 @ 05:44:45",19464,"Fire: VEHICLE ACCIDENT"
"RT100 NB & SHOEMAKER RD; POTTSTOWN; 2020-01-02 @ 05:47:07",19464,"Traffic: VEHICLE ACCIDENT"
"NEWTON RD & N WARMINSTER RD;  UPPER MORELAND; 2020-01-02 @ 05:53:02",19040,"EMS: RESPIRATORY EMERGENCY"
"RENNINGER RD & BIG RD;  NEW HANOVER; 2020-01-02 @ 05:56:40",19525,"EMS: FALL VICTIM"
"MORRIS RD & PINECROFT PL; WHITPAIN; 2020-01-02 @ 06:01:04",19422,"Traffic: VEHICLE ACCIDENT"
"WASHINGTON ST & 2ND ST;  EAST GREENVILLE; 2020-01-02 @ 06:05:29",18041,"EMS: HEMORRHAGING"
"CLEMENS RD & FORTY FOOT RD;  HATFIELD TOWNSHIP; 2020-01-02 @ 06:09:42",19440,"EMS: CARDIAC EMERGENCY"
"CHELTENHAM AVE & WALNUT PARK DR;  CHELTENHAM; 2020-01-02 @ 06:34:37",19012,"EMS: FEVER"
"AMY CT & GENERAL HANCOCK BLVD; MONTGOMERY; 2020-01-02 @ 06:40:54",19454,"Fire: FIRE INVESTIGATION"
"RT422  & RAMP TOWNSHIP LINE RD TO RT422 EB; UPPER PROVIDENCE; 2020-01-02 @ 06:38:59",NA,"Traffic: VEHICLE ACCIDENT"
"LINCOLN AVE & EASTON RD; UPPER MORELAND; 2020-01-02 @ 06:42:56",19090,"Traffic: VEHICLE ACCIDENT"
"CHAPEL HL & TALL PINES LN;  HORSHAM; 2020-01-02 @ 07:03:19",19044,"EMS: FALL VICTIM"
"LINCOLN AVE & WOOD ALY;  TELFORD; 2020-01-02 @ 07:10:04",18964,"EMS: UNKNOWN MEDICAL EMERGENCY"
"BOW LN & KLEMAN RD;  NEW HANOVER; 2020-01-02 @ 07:18:53",19525,"EMS: RESPIRATORY EMERGENCY"
"WALTON RD AND AYRESDON AVE; LOWER MORELAND; 2020-01-02 @ 07:16:55",19006,"Traffic: VEHICLE ACCIDENT"
"SPRUCE ST & NATHAN AVE;  DOUGLASS; 2020-01-02 @ 07:28:03",19525,"EMS: FALL VICTIM"
"WALNUT RIDGE ESTS AND KEPLER RD;  LOWER POTTSGROVE; 2020-01-02 @ 07:27:33",19464,"EMS: CARDIAC EMERGENCY"
"WASHINGTON LN & W CHURCH RD;  CHELTENHAM; 2020-01-02 @ 07:35:09",19095,"EMS: FALL VICTIM"
"EDGE HILL RD & JENKINTOWN RD; ABINGTON; 2020-01-02 @ 07:32:39",19038,"Traffic: ROAD OBSTRUCTION"
"AMY CT & GENERAL HANCOCK BLVD; MONTGOMERY; 2020-01-02 @ 07:47:57",19454,"Fire: FIRE ALARM"
"WELSH RD & ORVILLA RD; TOWAMENCIN; 2020-01-02 @ 07:50:00",19440,"Traffic: VEHICLE ACCIDENT"
"N WASHINGTON ST;  POTTSTOWN; 2020-01-02 @ 07:57:53",19464,"EMS: DIZZINESS"
"LANDIS RD & BRIDGE RD; SKIPPACK; 2020-01-02 @ 08:16:30",19426,"Traffic: VEHICLE ACCIDENT"
"QUEEN ST & S BAILEY ST; POTTSTOWN; 2020-01-02 @ 08:18:21",19464,"Fire: FIRE ALARM"
"CITY AVE & HOLLINGSWORTH RD;  LOWER MERION; 2020-01-02 @ 08:24:19",19151,"EMS: FALL VICTIM"
"S TROOPER RD & AUDUBON RD; LOWER PROVIDENCE; 2020-01-02 @ 08:21:28",19403,"Traffic: DISABLED VEHICLE"
"5TH AVE & W VALLEY FORGE RD;  UPPER MERION; 2020-01-02 @ 08:26:45",19406,"EMS: NAUSEA/VOMITING"
"E 3RD AVE & HARRY ST; CONSHOHOCKEN; 2020-01-02 @ 08:28:18",19428,"Traffic: VEHICLE ACCIDENT"
"GILBERTSVILLE RD & YODER AVE;  DOUGLASS; 2020-01-02 @ 08:35:21",19525,"EMS: FALL VICTIM"
"MARSHALL ST & HAWS AVE;  NORRISTOWN; 2020-01-02 @ 08:32:34",19401,"EMS: FRACTURE"
"GRAYS LN & FOREST TRAIL DR; MONTGOMERY; 2020-01-02 @ 08:33:38",19446,"Traffic: VEHICLE ACCIDENT"
"JEFFERSON AVE & EISENHOWER AVE;  LOWER PROVIDENCE; 2020-01-02 @ 08:40:44",19403,"EMS: UNKNOWN MEDICAL EMERGENCY"
"RIDGE PIKE;  LOWER PROVIDENCE; 2020-01-02 @ 08:39:26",NA,"EMS: VEHICLE ACCIDENT"
"CRYSTAL DR & NORTH PENN RD; HATFIELD TOWNSHIP; 2020-01-02 @ 08:36:26",19440,"Fire: FIRE ALARM"
"VALLEY FORGE RD & GENERAL STEUBEN RD;  UPPER MERION; 2020-01-02 @ 08:38:22",19406,"EMS: CVA/STROKE"
"GEORGE ST & HAWS ALY;  NORRISTOWN; 2020-01-02 @ 08:37:55",19401,"EMS: SUBJECT IN PAIN"
"RIDGE PIKE & N GRANGE AVE; LOWER PROVIDENCE; 2020-01-02 @ 08:39:30",19403,"Traffic: VEHICLE ACCIDENT"
"CIDER MILL RD & ARCOLA RD; UPPER PROVIDENCE; 2020-01-02 @ 08:38:05",19426,"Traffic: VEHICLE ACCIDENT"
"RIDGE PIKE; LOWER PROVIDENCE; 2020-01-02 @ 08:48:18",NA,"Fire: VEHICLE ACCIDENT"
"LAURELWOOD RD & NEIMAN RD;  CHESTER COUNTY; 2020-01-02 @ 08:49:05",19465,"EMS: BACK PAINS/INJURY"
"4TH ST & BUSH ST;  BRIDGEPORT; 2020-01-02 @ 08:49:36",19405,"EMS: RESPIRATORY EMERGENCY"
"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-02 @ 08:52:11",19403,"EMS: FALL VICTIM"
"GLEN LN & VALLEY GLEN RD;  ABINGTON; 2020-01-02 @ 09:01:34",19027,"EMS: FALL VICTIM"
"LARCHWOOD DR & SHEFFIELD DR; WHITPAIN; 2020-01-02 @ 09:04:50",19422,"Fire: FIRE ALARM"
"LINDY LN & RIGHTERS FERRY RD; LOWER MERION; 2020-01-02 @ 09:13:50",19004,"Fire: FIRE ALARM"
"HILLCREST AVE & CONNECTING ROAD;  WHITEMARSH; 2020-01-02 @ 09:19:11",19428,"EMS: GENERAL WEAKNESS"
"BONNY LN & MENNONITE RD; UPPER PROVIDENCE; 2020-01-02 @ 09:19:20",19426,"Traffic: DISABLED VEHICLE"
"HUNTINGDON PIKE & ALNWICK RD; BRYN ATHYN; 2020-01-02 @ 09:17:33",19006,"Traffic: VEHICLE ACCIDENT"
"OLD YORK RD AND BREYER DR;  CHELTENHAM; 2020-01-02 @ 09:25:06",19027,"EMS: DIZZINESS"
"ROSE LN & BOOTH LN; LOWER MERION; 2020-01-02 @ 09:25:29",19041,"Fire: FIRE ALARM"
"E CITY AVE;  LOWER MERION; 2020-01-02 @ 09:24:36",NA,"EMS: FALL VICTIM"
"SWEDE RD & W GERMANTOWN PIKE;  EAST NORRITON; 2020-01-02 @ 09:24:00",19401,"EMS: SEIZURES"
"LINFIELD TRAPPE RD & RIDGEWOOD DR;  UPPER PROVIDENCE; 2020-01-02 @ 09:23:12",19468,"EMS: UNCONSCIOUS SUBJECT"
"KARENS CT & EMERSON DR;  MONTGOMERY; 2020-01-02 @ 09:30:53",19454,"EMS: FRACTURE"
"OAKDALE AVE & MEADOWBROOK AVE; HATBORO; 2020-01-02 @ 09:34:25",19040,"Fire: CARBON MONOXIDE DETECTOR"
"HILLSIDE DR & QUEEN ST;  POTTSTOWN; 2020-01-02 @ 09:31:38",19464,"EMS: ABDOMINAL PAINS"
